,Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
44973,2019,CA,California,Sonoma,6097,6097151204,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,85.9,,,85.5,86.3,"3,413",POINT (-122.7071936 38.31846316),6097151204,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44977,2019,CA,California,Sonoma,6097,6097153501,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,89.7,,,89.1,90.3,"4,319",POINT (-122.7944421 38.33739063),6097153501,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44981,2019,CA,California,Sonoma,6097,6097152501,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,66.5,,,65.1,67.9,"4,178",POINT (-122.6568256 38.46562192),6097152501,PREVENT,BPMED,CrdPrv,Taking BP Medication
44988,2019,CA,California,Sonoma,6097,6097153103,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,22.3,,,21.4,23.0,"4,716",POINT (-122.7341704 38.41981308),6097153103,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44992,2019,CA,California,Sonoma,6097,6097153705,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,88.7,,,88.6,88.8,"3,536",POINT (-122.9077417 38.51057767),6097153705,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44993,2019,CA,California,Sonoma,6097,6097150702,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,28.2,,,26.9,29.5,"4,552",POINT (-122.6258145 38.20108918),6097150702,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45004,2019,CA,California,Sonoma,6097,6097151402,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,26.1,,,25.6,26.6,"9,177",POINT (-122.7058248 38.39775066),6097151402,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45015,2019,CA,California,Sonoma,6097,6097152701,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,29.6,,,28.5,30.7,"5,271",POINT (-122.7468694 38.5288949),6097152701,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45017,2019,CA,California,Sonoma,6097,6097153801,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,64.3,,,63.2,65.5,"9,648",POINT (-122.8433378 38.52923376),6097153801,PREVENT,BPMED,CrdPrv,Taking BP Medication
45023,2019,CA,California,Sonoma,6097,6097152906,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,27.6,,,27.1,28.1,"5,234",POINT (-122.7997713 38.4719787),6097152906,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45025,2019,CA,California,Sonoma,6097,6097151000,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,31.7,,,30.7,32.7,"3,483",POINT (-122.6798779 38.25766057),6097151000,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45036,2019,CA,California,Sonoma,6097,6097150902,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,71.0,,,69.7,72.4,"3,350",POINT (-122.6532625 38.24434795),6097150902,PREVENT,BPMED,CrdPrv,Taking BP Medication
45039,2019,CA,California,Sonoma,6097,6097150800,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,30.1,,,29.1,31.3,"4,994",POINT (-122.6646987 38.20879494),6097150800,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45049,2019,CA,California,Sonoma,6097,6097152201,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,25.1,,,24.4,26.0,"3,846",POINT (-122.7128593 38.45703202),6097152201,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45052,2019,CA,California,Sonoma,6097,6097151601,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,43.6,,,41.0,46.3,"2,901",POINT (-122.5618783 38.46272822),6097151601,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45055,2019,CA,California,Sonoma,6097,6097151700,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,73.3,,,72.2,74.4,"6,978",POINT (-122.6658893 38.45108865),6097151700,PREVENT,BPMED,CrdPrv,Taking BP Medication
45058,2019,CA,California,Sonoma,6097,6097152903,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,25.8,,,25.1,26.6,"5,114",POINT (-122.7481502 38.45737536),6097152903,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45060,2019,CA,California,Sonoma,6097,6097154202,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,30.9,,,30.2,31.8,"5,994",POINT (-123.0988818 38.78010108),6097154202,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45072,2019,CA,California,Sonoma,6097,6097150611,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.2,,,86.2,86.2,"4,067",POINT (-122.5874493 38.23985408),6097150611,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45076,2019,CA,California,Sonoma,6097,6097151203,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,65.8,,,64.9,66.8,"5,130",POINT (-122.6933896 38.32226941),6097151203,PREVENT,BPMED,CrdPrv,Taking BP Medication
45089,2019,CA,California,Sonoma,6097,6097153902,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,27.1,,,26.3,27.9,"4,147",POINT (-122.8671453 38.61210501),6097153902,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45091,2019,CA,California,Sonoma,6097,6097151310,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,77.0,,,76.6,77.5,"6,143",POINT (-122.6825522 38.33932491),6097151310,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45094,2019,CA,California,Sonoma,6097,6097152903,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,25.1,,,24.3,25.9,"5,114",POINT (-122.7481502 38.45737536),6097152903,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45109,2019,CA,California,Sonoma,6097,6097153200,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,24.7,,,24.3,25.3,"7,522",POINT (-122.7283906 38.3880655),6097153200,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45113,2019,CA,California,Sonoma,6097,6097152000,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,82.6,,,82.5,82.7,"2,079",POINT (-122.7133132 38.44162913),6097152000,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45130,2019,CA,California,Sonoma,6097,6097153901,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,72.6,,,71.7,73.6,"5,421",POINT (-122.8220813 38.61292968),6097153901,PREVENT,BPMED,CrdPrv,Taking BP Medication
45134,2019,CA,California,Sonoma,6097,6097153703,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,73.3,,,72.6,74.0,"3,490",POINT (-123.0089218 38.4740332),6097153703,PREVENT,BPMED,CrdPrv,Taking BP Medication
45138,2019,CA,California,Sonoma,6097,6097153003,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,23.2,,,22.3,24.1,"5,502",POINT (-122.738478 38.434023),6097153003,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45139,2019,CA,California,Sonoma,6097,6097153801,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,23.9,,,23.1,24.7,"9,648",POINT (-122.8433378 38.52923376),6097153801,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45157,2019,CA,California,Sonoma,6097,6097150305,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,63.5,,,62.5,64.5,"5,282",POINT (-122.4927214 38.32603679),6097150305,PREVENT,BPMED,CrdPrv,Taking BP Medication
45174,2019,CA,California,Sonoma,6097,6097153704,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.5,,,87.2,87.8,"3,728",POINT (-123.0063526 38.53105154),6097153704,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45175,2019,CA,California,Sonoma,6097,6097151305,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,24.5,,,23.8,25.3,"5,405",POINT (-122.7066809 38.34331814),6097151305,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45182,2019,CA,California,Sonoma,6097,6097153404,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,74.0,,,72.9,75.0,"4,011",POINT (-122.8272072 38.38197359),6097153404,PREVENT,BPMED,CrdPrv,Taking BP Medication
45188,2019,CA,California,Sonoma,6097,6097151305,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,23.2,,,22.4,24.1,"5,405",POINT (-122.7066809 38.34331814),6097151305,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45189,2019,CA,California,Sonoma,6097,6097151503,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.0,,,33.0,34.9,"3,572",POINT (-122.6284193 38.41235453),6097151503,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45196,2019,CA,California,Sonoma,6097,6097152905,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,27.7,,,26.9,28.5,"4,037",POINT (-122.7593359 38.47022731),6097152905,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45199,2019,CA,California,Sonoma,6097,6097150603,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,71.3,,,70.0,72.6,"7,249",POINT (-122.6178897 38.25448841),6097150603,PREVENT,BPMED,CrdPrv,Taking BP Medication
45202,2019,CA,California,Sonoma,6097,6097151204,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,27.8,,,27.1,28.7,"3,413",POINT (-122.7071936 38.31846316),6097151204,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45209,2019,CA,California,Sonoma,6097,6097151307,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.1,,,85.9,86.3,"5,174",POINT (-122.6996297 38.37051692),6097151307,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45218,2019,CA,California,Sonoma,6097,6097153804,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,27.8,,,26.9,28.7,"3,239",POINT (-122.8126601 38.55651892),6097153804,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45224,2019,CA,California,Sonoma,6097,6097150203,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90.6,,,89.8,91.4,"4,505",POINT (-122.4621172 38.27748774),6097150203,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45226,2019,CA,California,Sonoma,6097,6097150500,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,30.6,,,29.9,31.2,"5,283",POINT (-122.530653 38.3857562),6097150500,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45238,2019,CA,California,Sonoma,6097,6097152202,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.3,,,86.8,87.8,"6,763",POINT (-122.6753675 38.46705986),6097152202,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45239,2019,CA,California,Sonoma,6097,6097150601,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,26.5,,,25.5,27.5,"4,089",POINT (-122.6132447 38.23761007),6097150601,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45243,2019,CA,California,Sonoma,6097,6097153102,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,62.1,,,60.9,63.3,"5,742",POINT (-122.7216578 38.42010072),6097153102,PREVENT,BPMED,CrdPrv,Taking BP Medication
45250,2019,CA,California,Sonoma,6097,6097150303,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,93.8,,,93.7,93.9,"4,170",POINT (-122.522976 38.29997257),6097150303,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45251,2019,CA,California,Sonoma,6097,6097152905,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,25.8,,,24.9,26.8,"4,037",POINT (-122.7593359 38.47022731),6097152905,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45253,2019,CA,California,Sonoma,6097,6097154100,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,72.2,,,71.6,72.9,"3,729",POINT (-122.8223856 38.72990158),6097154100,PREVENT,BPMED,CrdPrv,Taking BP Medication
45255,2019,CA,California,Sonoma,6097,6097151401,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,81.8,,,81.4,82.2,"7,306",POINT (-122.6877295 38.40832426),6097151401,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45260,2019,CA,California,Sonoma,6097,6097151601,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,41.4,,,39.7,43.2,"2,901",POINT (-122.5618783 38.46272822),6097151601,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45265,2019,CA,California,Sonoma,6097,6097154201,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,29.5,,,28.8,30.2,"3,925",POINT (-123.0168765 38.81370807),6097154201,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45269,2019,CA,California,Sonoma,6097,6097154304,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,74.6,,,74.0,75.2,"2,400",POINT (-123.2008321 38.63514491),6097154304,PREVENT,BPMED,CrdPrv,Taking BP Medication
45270,2019,CA,California,Sonoma,6097,6097153002,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,24.7,,,24.0,25.4,"6,827",POINT (-122.7327422 38.44106405),6097153002,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45281,2019,CA,California,Sonoma,6097,6097152903,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,81.7,,,81.5,82.0,"5,114",POINT (-122.7481502 38.45737536),6097152903,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45291,2019,CA,California,Sonoma,6097,6097151201,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,69.4,,,68.7,70.1,"6,855",POINT (-122.7029202 38.31727241),6097151201,PREVENT,BPMED,CrdPrv,Taking BP Medication
45295,2019,CA,California,Sonoma,6097,6097153005,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.9,,,87.4,88.5,"6,669",POINT (-122.80121 38.43349379),6097153005,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45297,2019,CA,California,Sonoma,6097,6097153901,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,89.3,,,89.2,89.5,"5,421",POINT (-122.8220813 38.61292968),6097153901,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45313,2019,CA,California,Sonoma,6097,6097154302,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.0,,,30.1,31.9,"3,747",POINT (-122.9821246 38.36583071),6097154302,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45321,2019,CA,California,Sonoma,6097,6097153600,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,89.7,,,89.2,90.2,"5,327",POINT (-122.8881511 38.42059209),6097153600,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45323,2019,CA,California,Sonoma,6097,6097151900,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,71.6,,,70.4,72.7,"3,158",POINT (-122.7083532 38.43517162),6097151900,PREVENT,BPMED,CrdPrv,Taking BP Medication
45324,2019,CA,California,Sonoma,6097,6097153502,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,74.0,,,72.7,75.3,"3,684",POINT (-122.8739091 38.34243898),6097153502,PREVENT,BPMED,CrdPrv,Taking BP Medication
45331,2019,CA,California,Sonoma,6097,6097150303,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,80.5,,,79.7,81.3,"4,170",POINT (-122.522976 38.29997257),6097150303,PREVENT,BPMED,CrdPrv,Taking BP Medication
45333,2019,CA,California,Sonoma,6097,6097151203,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,85.1,,,84.9,85.3,"5,130",POINT (-122.6933896 38.32226941),6097151203,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45336,2019,CA,California,Sonoma,6097,6097154000,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90.6,,,90.3,90.8,"2,597",POINT (-122.9568418 38.6159307),6097154000,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45344,2019,CA,California,Sonoma,6097,6097153005,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,70.8,,,69.8,71.7,"6,669",POINT (-122.80121 38.43349379),6097153005,PREVENT,BPMED,CrdPrv,Taking BP Medication
45351,2019,CA,California,Sonoma,6097,6097153705,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,72.7,,,71.4,73.8,"3,536",POINT (-122.9077417 38.51057767),6097153705,PREVENT,BPMED,CrdPrv,Taking BP Medication
45360,2019,CA,California,Sonoma,6097,6097153001,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,65.5,,,64.3,66.7,"6,594",POINT (-122.7367457 38.45091943),6097153001,PREVENT,BPMED,CrdPrv,Taking BP Medication
45373,2019,CA,California,Sonoma,6097,6097150204,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.7,,,30.1,33.2,"3,678",POINT (-122.4510087 38.28679094),6097150204,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45380,2019,CA,California,Sonoma,6097,6097150901,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,26.4,,,25.7,27.3,"4,904",POINT (-122.6426229 38.2473829),6097150901,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45381,2019,CA,California,Sonoma,6097,6097150610,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,24.2,,,22.9,25.4,"4,004",POINT (-122.6401504 38.26546048),6097150610,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45388,2019,CA,California,Sonoma,6097,6097150902,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,27.2,,,25.9,28.6,"3,350",POINT (-122.6532625 38.24434795),6097150902,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45400,2019,CA,California,Sonoma,6097,6097151502,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,72.3,,,71.3,73.3,"6,591",POINT (-122.6548333 38.38965058),6097151502,PREVENT,BPMED,CrdPrv,Taking BP Medication
45404,2019,CA,California,Sonoma,6097,6097154303,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,39.3,,,38.0,40.6,"1,720",POINT (-123.3382306 38.61334427),6097154303,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45405,2019,CA,California,Sonoma,6097,6097150609,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,30.6,,,29.2,31.9,"4,465",POINT (-122.6438375 38.25999779),6097150609,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45408,2019,CA,California,Sonoma,6097,6097153401,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,30.9,,,30.1,31.7,"6,131",POINT (-122.8421721 38.41302007),6097153401,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45410,2019,CA,California,Sonoma,6097,6097150610,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,27.3,,,26.3,28.2,"4,004",POINT (-122.6401504 38.26546048),6097150610,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45411,2019,CA,California,Sonoma,6097,6097153200,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,82.4,,,82.1,82.6,"7,522",POINT (-122.7283906 38.3880655),6097153200,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45413,2019,CA,California,Sonoma,6097,6097153706,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,32.5,,,31.9,33.1,"4,092",POINT (-122.9047107 38.4708187),6097153706,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45420,2019,CA,California,Sonoma,6097,6097151305,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,82.2,,,80.4,84.0,"5,405",POINT (-122.7066809 38.34331814),6097151305,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45435,2019,CA,California,Sonoma,6097,6097152203,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,27.2,,,26.0,28.4,"3,527",POINT (-122.7070407 38.44834111),6097152203,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45445,2019,CA,California,Sonoma,6097,6097152702,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,25.9,,,25.1,26.8,"5,242",POINT (-122.7913312 38.50429832),6097152702,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45450,2019,CA,California,Sonoma,6097,6097150612,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,28.4,,,27.8,29.2,"4,325",POINT (-122.5459066 38.21818966),6097150612,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45456,2019,CA,California,Sonoma,6097,6097152300,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.2,,,29.7,32.9,"4,329",POINT (-122.6991365 38.46005112),6097152300,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45457,2019,CA,California,Sonoma,6097,6097150202,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,74.8,,,73.8,75.7,"5,103",POINT (-122.4393216 38.31883385),6097150202,PREVENT,BPMED,CrdPrv,Taking BP Medication
45462,2019,CA,California,Sonoma,6097,6097152502,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,31.1,,,30.2,32.0,"3,603",POINT (-122.6641417 38.47844145),6097152502,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45465,2019,CA,California,Sonoma,6097,6097153806,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,28.1,,,26.9,29.4,"3,288",POINT (-122.8020381 38.55255134),6097153806,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45468,2019,CA,California,Sonoma,6097,6097150800,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,71.3,,,69.8,72.8,"4,994",POINT (-122.6646987 38.20879494),6097150800,PREVENT,BPMED,CrdPrv,Taking BP Medication
45481,2019,CA,California,Sonoma,6097,6097150612,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,24.9,,,23.9,25.9,"4,325",POINT (-122.5459066 38.21818966),6097150612,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45485,2019,CA,California,Sonoma,6097,6097151307,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,67.9,,,66.7,69.1,"5,174",POINT (-122.6996297 38.37051692),6097151307,PREVENT,BPMED,CrdPrv,Taking BP Medication
45486,2019,CA,California,Sonoma,6097,6097153902,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,68.0,,,66.6,69.3,"4,147",POINT (-122.8671453 38.61210501),6097153902,PREVENT,BPMED,CrdPrv,Taking BP Medication
45487,2019,CA,California,Sonoma,6097,6097152802,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,79.9,,,78.0,81.8,"6,807",POINT (-122.7356618 38.46513505),6097152802,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45490,2019,CA,California,Sonoma,6097,6097151504,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,28.0,,,26.7,29.3,"3,563",POINT (-122.6678321 38.43609803),6097151504,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45492,2019,CA,California,Sonoma,6097,6097154000,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,33.8,,,32.8,34.9,"2,597",POINT (-122.9568418 38.6159307),6097154000,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45493,2019,CA,California,Sonoma,6097,6097152701,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,72.6,,,71.5,73.6,"5,271",POINT (-122.7468694 38.5288949),6097152701,PREVENT,BPMED,CrdPrv,Taking BP Medication
45496,2019,CA,California,Sonoma,6097,6097154303,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,94.6,,,94.6,94.7,"1,720",POINT (-123.3382306 38.61334427),6097154303,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45502,2019,CA,California,Sonoma,6097,6097151100,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,85.8,,,85.6,86.0,"5,151",POINT (-122.7528019 38.26450304),6097151100,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
